date,AAVE,ADA,APT,AVAX,BTC,DOT,DYDX,ETH,FIL,JUP,LINK,POL,NEAR,OKB,ONDO,RENDER,SOL,TAO,GRAM,TRX,UNI,ZEC,INJ,XLM,LTC,XRP,GLM,BCH,ICP,BNB,RAY,GT,PENDLE,HBAR,ETHFI,HYPE
2016-08-12,,,,,1378.08,,,41.25,,,,,,,,,,,,,,840.1,,,,,,,,,,,,,,
2016-08-19,,,,,1465.51,,,42.02,,,,,,,,,,,,,,871.6,,,,,,,,,,,,,,
2016-08-26,,,,,1500.13,,,44.62,,,,,,,,,,,,,,940.84,,,,,,,,,,,,,,
2016-09-02,,,,,1388.12,,,41.37,,,,,,,,,,,,,,951.65,,,,,,,,,,,,,,
2016-09-09,,,,,1335.03,,,42.72,,,,,,,,,,,,,,923.63,,,,,,,,,,,,,,
2016-09-16,,,,,1380.54,,,41.49,,,,,,,,,,,,,,945.19,,,,,,,,,,,,,,
2016-09-23,,,,,1433.68,,,39.42,,,,,,,,,,,,,,982.33,,,,,,,,,,,,,,
2016-09-30,,,,,1471.5,,,40.43,,,,,,,,,,,,,,949.27,,,,,,,,,,,,,,
2016-10-07,,,,,1491.53,,,39.26,,,,,,,,,,,,,,904.08,,,,,,,,,,,,,,
2016-10-14,,,,,1545.89,,,38.43,,,,,,,,,,,,,,914.67,,,,,,,,,,,,,,
2016-10-21,,,,,1531.76,,,36.25,,,,,,,,,,,,,,861.91,,,,,,,,,,,,,,
2016-10-28,,,,,1556.04,,,34.92,,,,,,,,,,,,,,852.04,,,,,,,,,,,,,,
2016-11-04,,,,,1423.88,,,36.07,,,,,,,,,,,,,,907.69,,,,,,,,,,,,,,
2016-11-11,,,,,1458.2,,,36.01,,,,,,,,,,,,,,904.03,,,,,,,,,,,,,,
2016-11-18,,,,,1479.59,,,36.98,,,,,,,,,,,,,,930.09,,,,,,,,,,,,,,
2016-11-25,,,,,1475.62,,,36.22,,,,,,,,,,,,,,976.97,,,,,,,,,,,,,,
2016-12-02,,,,,1572.13,,,39.03,,,,,,,,,,,,,,997.92,,,,,,,,,,,,,,
2016-12-09,,,,,1646.58,,,44.23,,,,,,,,,,,,,,1037.73,,,,,,,,,,,,,,
2016-12-16,,,,,1581.16,,,45.64,,,,,,,,,,,,,,993.29,,,,,,,,,,,,,,
2016-12-23,,,,,1521.28,,,45.85,,,,,,,,,,,,,,1029.71,,,,,,,,,,,,,,
2016-12-30,,,,,1542.51,,,46.39,,,,,,,,,,,,,,1106.96,,,,,,,,,,,,,,
2017-01-06,,0.03,,,1504.66,,,49.34,,,0.15,0.01,,,,,,,,0.002,,1076.95,,,,,,,,,,,,,,
2017-01-13,,0.0359,,,1568.07,,,48.64,,,0.1626,0.0142,,,,,,,,0.003306,,1067.87,,,,,,,,,,,,,,
2017-01-20,,0.0365,,,1523.14,,,48.79,,,0.2243,0.0213,,,,,,,,0.005723,,1123.56,,,,,,,,,,,,,,
2017-01-27,,0.0381,,,1439.63,,,51.29,,,0.3643,0.0343,,,,,,,,0.005975,,1174.5,,,,,,,,,,,,,,
2017-02-03,,0.0379,,,1418.95,,,53.79,,,0.3489,0.0399,,,,,,,,0.006615,,1198.56,,,,,,,,,,,,,,
2017-02-10,,0.037,,,1503.72,,,54.72,,,0.3799,0.0412,,,,,,,,0.006789,,1223.52,,,,,,,,,,,,,,
2017-02-17,,0.0396,,,1543.44,,,59.22,,,0.3738,0.0443,,,,,,,,0.00714,,1253.66,,,,,,,,,,,,,,
2017-02-24,,0.0399,,,1424.87,,,50.33,,,0.3493,0.0428,,,,,,,,0.007025,,1346.33,,,,,,,,,,,,,,
2017-03-03,,0.0446,,,1488.68,,,50.86,,,0.339,0.0425,,,,,,,,0.007056,,1411.29,,,,,,,,,,,,,,
2017-03-10,,0.0433,,,1586.79,,,52.22,,,0.2916,0.0418,,,,,,,,0.007343,,1468.33,,,,,,,,,,,,,,
2017-03-17,,0.0488,,,1640.68,,,55.13,,,0.3009,0.0446,,,,,,,,0.007982,,1469.08,,,,,,,,,,,,,,
2017-03-24,,0.0546,,,1742.14,,,59.56,,,0.3398,0.0446,,,,,,,,0.00786,,1521.23,,,,,,,,,,,,,,
2017-03-31,,0.0648,,,1891.73,,,63.26,,,0.3281,0.0475,,,,,,,,0.008256,,1687.17,,,,,,,,,,,,,,
2017-04-07,,0.0726,,,2038.97,,,71.82,,,0.3537,0.0495,,,,,,,,0.007821,,1716.49,,,,,,,,,,,,,,
2017-04-14,,0.0789,,,2143.13,,,73.82,,,0.3744,0.0541,,,,,,,,0.008866,,1846.38,,,,,,,,,,,,,,
2017-04-21,,0.0865,,,2353.01,,,77.55,,,0.4107,0.0566,,,,,,,,0.008788,,2032.81,,,,,,,,,,,,,,
2017-04-28,,0.0982,,,2515.14,,,77.56,,,0.429,0.0592,,,,,,,,0.009252,,2259.51,,,,,,,,,,,,,,
2017-05-05,,0.1011,,,2697.97,,,84.32,,,0.4167,0.0646,,,,,,,,0.009962,,2177.53,,,,,,,,,,,,,,
2017-05-12,,0.117,,,2845.51,,,90.9,,,0.4557,0.0734,,,,,,,,0.011,,2292.3,,,,,,,,,,,,,,
2017-05-19,,0.1273,,,3244.06,,,102.18,,,0.4716,0.0762,,,,,,,,0.0117,,2399.65,,,,,,,,,,,,,,
2017-05-26,,0.1355,,,3645.36,,,108.34,,,0.5402,0.0776,,,,,,,,0.0127,,2633.56,,,,,,,,,,,,,,
2017-06-02,,0.153,,,3904.81,,,111.6,,,0.5294,0.0852,,,,,,,,0.0118,,2789.1,,,,,,,,,,,,,,
2017-06-09,,0.1712,,,4146.43,,,113.52,,,0.5499,0.0889,,,,,,,,0.0123,,2940.3,,,,,,,,,,,,,,
2017-06-16,,0.1801,,,4143.74,,,111.34,,,0.5936,0.0926,,,,,,,,0.0126,,3019.05,,,,,,,,,,,,,,
2017-06-23,,0.2007,,,4164.19,,,116.99,,,0.6798,0.0941,,,,,,,,0.0139,,3014.22,,,,,,,,,,,,,,
2017-06-30,,0.217,,,4510.0,,,123.48,,,0.6964,0.0939,,,,,,,,0.0138,,3112.31,,,,,,,,,,,,,,
2017-07-07,,0.2471,,,4712.23,,,129.94,,,0.7463,0.0971,,,,,,,,0.0148,,3281.04,,,,,,,,,,,,,,
2017-07-14,,0.2699,,,4806.99,,,146.55,,,0.7708,0.1021,,,,,,,,0.0162,,3253.8,,,,,,,,,,,,,,
2017-07-21,,0.2878,,,5050.44,,,141.25,,,0.7773,0.1037,,,,,,,,0.0161,,3416.74,,,,,,,,,,,,,,
2017-07-28,,0.3321,,,5269.96,,,161.39,,,0.9062,0.1074,,,,,,,,0.0164,,3538.94,,,,,,,,,,,,,,
2017-08-04,,0.3612,,,5336.38,,,154.3,,,0.8718,0.1077,,,,,,,,0.0167,,3728.41,,,,,,,,,,,,,,
2017-08-11,,0.4166,,,4086.29,,,299.1,,,0.9168,0.1134,,,,,,,,0.0177,,4030.44,,,,,,,,,,,,,,
2017-08-18,,0.4744,,,4310.01,,,348.13,,,1.05,0.1255,,,,,,,,0.0184,,4088.54,,,,,,,,,,,,,,
2017-08-25,,0.4986,,,4509.08,,,341.77,,,1.06,0.1315,,,,,,,,0.0186,,4201.21,,,,,,,,,,,,,,
2017-09-01,,0.6037,,,4130.37,,,293.5,,,1.12,0.1326,,,,,,,,0.0207,,4535.61,,,,,,,,,,,,,,
2017-09-08,,0.7312,,,3699.99,,,257.55,,,1.27,0.1485,,,,,,,,0.0206,,5313.98,,,,,,,,,,,,,,
2017-09-15,,0.7726,,,3660.02,,,282.0,,,1.34,0.1488,,,,,,,,0.021,,5713.81,,,,,,,,,,,,,,
2017-09-22,,0.8332,,,4378.48,,,303.95,,,1.5,0.165,,,,,,,,0.0237,,6627.99,,,,,,,,,,,,,,
2017-09-29,,0.9588,,,4640.0,,,311.07,,,1.44,0.1846,,,,,,,,0.026,,6861.52,,,,,,,,,,,,,,
2017-10-06,,1.1,,,5709.99,,,337.96,,,1.59,0.1971,,,,,,,,0.0288,,7895.98,,,,,,,,,,,,,,
2017-10-13,,1.42,,,5950.02,,,293.79,,,1.45,0.2155,,,,,,,,0.0314,,7870.11,,,,,,,,,,,,,,
2017-10-20,,1.67,,,6169.98,,,305.0,,,1.65,0.2404,,,,,,,,0.0357,,8760.42,,,,,,,,,,,,,,
2017-10-27,,1.93,,,7345.01,,,295.53,,,1.65,0.2766,,,,,,,,0.039,,9577.89,,,53.78,,,,,,,,,,,
2017-11-03,,2.11,,,5811.03,,,305.24,,,1.83,0.2999,,,,,,,,0.0387,,10428.69,,,57.37,0.2105,,,,1.49,,,,,,
2017-11-10,,2.19,,,8038.0,,,354.15,,,1.97,0.3273,,,,,,,,0.0413,,11523.46,,,70.5,0.2105,,,,1.6,,,,,,
2017-11-17,,2.42,,,9128.02,,,462.84,,,2.27,0.3731,,,,,,,,0.0452,,11665.26,,,84.92,0.2105,,,,1.8388,,,,,,
2017-11-24,,2.87,,,11165.41,,,460.3,,,2.63,0.4018,,,,,,,,0.0476,,13530.86,,,103.11,0.2105,,,,2.2617,,,,,,
2017-12-01,,3.11,,,14899.98,,,427.35,,,2.57,0.4458,,,,,,,,0.0487,,13865.69,,,139.82,0.2105,,,,2.4619,,,,,,
2017-12-08,,3.34,,,18860.02,,,707.64,,,2.99,0.4788,,,,,,,,0.0523,,15402.6,,,311.4,0.738,,,,5.999,,,,,,
2017-12-15,,3.81,,,13500.0,,,658.0,,,3.51,0.5317,,,,,,,,0.0595,,17167.12,,,262.9,0.89,,,,5.181,,,,,,
2017-12-22,,3.32,,,13716.36,,,733.98,,,2.97,0.4999,,,,,,,,0.054,,15145.41,,0.35,223.69,1.914,,,,8.53,,,,,,
2017-12-29,,2.61,,,16150.03,,,1123.09,,,2.5,0.4366,,,,,,,,0.048,,13252.26,,0.7614,269.01,2.7667,,,,18.594,,,,,,
2018-01-05,,2.26,,,13474.99,,,1347.0,,,2.16,0.344,,1.0,,,,,1.5,0.0404,,12072.21,,0.56,234.12,1.7302,,,,20.4541,,,,,,
2018-01-12,,1.73,,,11530.0,,,1049.0,,,1.69,0.3045,,1.34,,,,,1.86,0.0351,,10633.22,,0.4514,190.16,1.3599,,,,14.1334,,,,,,
2018-01-19,,1.28,,,11879.95,,,1251.96,,,1.46,0.2751,,1.42,,,,,2.08,0.0321,,8484.48,,0.6125,196.74,1.2576,,,,13.7739,,,,,,
2018-01-26,,1.04,,,8184.81,,,823.56,,,1.25,0.227,,1.9,,,,,2.39,0.0226,,6873.1,,0.4131,147.09,0.8856,,,,8.3511,,,,,,
2018-02-02,,0.9062,,,8063.88,,,808.99,,,1.1,0.1846,,1.51,,,,,1.78,0.0187,,5938.93,,0.3829,148.28,1.0122,,,,8.674,,,,,,
2018-02-09,,0.8668,,,10383.43,,,911.0,,,1.07,0.1839,,1.45,,,,,1.53,0.0188,,5452.03,,0.4381,213.66,1.0893,,,,10.6631,,,,,,
2018-02-16,,0.8259,,,9590.0,,,841.19,,,1.0,0.1797,,1.29,,,,,1.46,0.0191,,5009.13,,0.3347,217.78,0.8874,,,,9.35,,,,,,
2018-02-23,,0.8091,,,11515.0,,,866.66,,,0.9362,0.1469,,1.3,,,,,1.44,0.0199,,4499.12,,0.3525,213.19,0.9186,,,,10.4139,,,,,,
2018-03-02,,0.7976,,,9533.57,,,720.85,,,0.9373,0.15,,1.1,,,,,1.29,0.0191,,4382.96,,0.2951,188.16,0.7893,,,,8.268,,,,,,
2018-03-09,,0.7389,,,8189.99,,,537.0,,,0.8394,0.1535,,1.12,,,,,1.23,0.02,,4173.01,,0.1763,153.5,0.5457,,,,8.9648,,,,,,
2018-03-16,,0.6589,,,8470.15,,,523.74,,,0.8205,0.1578,,1.0786,,,,,1.22,0.0198,,4021.84,,0.2321,160.01,0.6278,,,,12.95,,,,,,
2018-03-23,,0.6316,,,6813.01,,,378.58,,,0.7012,0.1571,,0.6984,,,,,1.2,0.0206,,4037.32,,0.1896,114.74,0.4597,,,,11.0767,,,,,,
2018-03-30,,0.6119,,,7018.0,,,400.4,,,0.6793,0.1661,,0.8605,,,,,1.09,0.0193,,4017.42,,0.2066,117.55,0.4973,,,,12.1311,,,,,,
2018-04-06,,0.6053,,,8355.0,,,533.88,,,0.6444,0.1579,,1.3718,,,,,1.07,0.0177,,4018.48,,0.2875,132.45,0.6728,,,,13.0989,,,,,,
2018-04-13,,0.2816,,,8787.02,,,620.92,,,0.611,0.1592,,1.7178,,,,,0.979,0.0177,,4035.18,,0.3814,146.38,0.8864,,,,12.8888,,,,,,
2018-04-20,,0.36254,,,9419.0,,,690.85,,,0.573,0.1689,,1.8468,,,,,1.02,0.0172,,4161.84,,0.4445,153.5,0.8584,,,,15.0489,,,,,,
2018-04-27,,0.34654,,,9659.01,,,794.3,,,0.595,0.1582,,2.0327,,,,,1.04,0.0169,,4259.67,,0.4112,172.32,0.86483,,,,14.012,,,,,,
2018-05-04,,0.27718,,,8679.71,,,729.08,,,0.5491,0.1505,,3.8323,,,,,1.07,0.0184,,4202.02,,0.3628,144.24,0.72999,,,,13.1515,,,,,,
2018-05-11,,0.25556,,,8526.98,,,716.16,,,0.5773,0.1489,,4.553,,,,,0.9542,0.0183,,3914.61,,0.3222,139.64,0.6994,,,,14.1666,,,,,,
2018-05-18,,0.19186,,,7338.99,,,570.4,,,0.5647,0.145,,3.7926,,,,,0.9353,0.0181,,3977.65,,0.2743,117.71,0.60416,,,,12.6046,,,,,,
2018-05-25,,0.22659,,,7714.26,,,619.66,,,0.5922,0.1445,,4.685,,,,,0.9223,0.0166,,4055.8,,0.30405,125.33,0.6901,,,,14.6995,,,,,,
2018-06-01,,0.17346,,,6764.99,,,524.11,,,0.5829,0.1496,,4.6514,,,,,0.9531,0.0161,,3969.57,,0.24402,106.48,0.58201,,,,14.18,,,,,,
2018-06-08,,0.16044,,,6449.61,,,497.14,,,0.5801,0.1449,,4.02,,,,,0.9559,0.04234,,3876.26,,0.22814,94.95,0.52617,,,,16.5987,,,,,,
2018-06-15,,0.13093,,,6136.97,,,454.41,,,0.5728,0.1377,,3.4911,,,,,0.892,0.04205,,4205.76,,0.19277,80.37,0.47331,,,,14.4174,,,,,,
2018-06-22,,0.14211,,,6356.81,,,452.1,,,0.5551,0.1444,,3.7323,,,,,0.9085,0.03665,,3917.12,,0.19989,79.95,0.46222,,,,14.37,,,,,,
2018-06-29,,0.14481,,,6712.1,,,486.77,,,0.5485,0.1501,,3.8534,,,,,1.0,0.03677,,4025.95,,0.21033,82.22,0.47915,,,,14.01,,,,,,
2018-07-06,,0.14227,,,6353.01,,,449.78,,,0.5246,0.1338,,3.5242,,,,,0.9884,0.03437,,4063.59,,0.22118,78.54,0.44681,,,,12.321,,,,,,
2018-07-13,,0.16916,,,7394.79,,,457.47,,,0.484,0.1302,,3.7221,,,,,0.917,0.0351,,3981.62,,0.2831,82.21,0.44859,,,,12.1885,,,,,,
2018-07-20,,0.16268,,,8211.0,,,466.4,,,0.4852,0.1324,,3.8427,,,,,0.7437,0.03905,,4073.74,,0.30793,83.85,0.45315,,,,13.9569,,,,,,
2018-07-27,,0.13024,,,7024.19,,,408.79,,,0.4389,0.124,,3.2181,,,,,0.7467,0.03025,,4246.5,,0.2431,74.61,0.4345,,,,13.64,,,,,,
2018-08-03,,0.11153,,,6308.33,,,317.89,,,0.4358,0.1298,,2.252,,,,,0.7214,0.02248,,3717.98,,0.22344,59.32,0.29547,,,,11.7999,,,,,,
2018-08-10,,0.10143,,,6477.53,,,299.42,,,0.4225,0.1063,,2.0688,,,,,0.6175,0.02205,,3462.29,,0.22785,57.67,0.34201,,,,10.1388,,,,,,
2018-08-17,,0.09306,,,6700.0,,,274.29,,,0.3987,0.1084,,1.7943,,,,,0.6383,0.02273,,3453.48,,0.213,56.99,0.32276,,,,10.2158,,,,,,
2018-08-24,,0.10499,,,7302.01,,,295.41,,,0.3658,0.0974,,1.8535,,,,,0.6618,0.02568,,3518.39,,0.226,66.21,0.34253,,,,11.3684,,,,,,
2018-08-31,,0.07601,,,6250.81,,,195.81,,,0.3846,0.0949,,1.3645,,,,,0.6024,0.01932,,3108.32,,0.19024,54.74,0.2766,,,,9.5399,,,,,,
2018-09-07,,0.06988,,,6505.0,,,220.17,,,0.3786,0.0865,,1.3187,,,,,0.5609,0.01994,,3026.95,,0.2058,56.75,0.28122,,,,9.9399,,,,,,
2018-09-14,,0.08986,,,6708.0,,,244.5,,,0.3914,0.0808,,1.5272,,,,,0.5136,0.02381,,2992.87,,0.28163,61.38,0.5719,,,,10.2907,,,,,,
2018-09-21,,0.08511,,,6626.57,,,232.94,,,0.3692,0.0662,,1.5166,,,,,0.5139,0.02227,,2714.35,,0.2599,61.21,0.58257,,,,10.0172,,,,,,
2018-09-28,,0.08464,,,6615.26,,,226.14,,,0.3536,0.0678,,1.4543,,,,,0.5052,0.02699,,2723.5,,0.24535,58.33,0.48269,,,,10.5852,,,,,,
2018-10-05,,0.0717,,,6339.34,,,197.01,,,0.3549,0.0649,,1.2989,,,,,0.5003,0.02387,,2407.42,,0.21102,52.61,0.40994,,,,9.5895,,,,,,
2018-10-12,,0.07721,,,6590.11,,,207.49,,,0.3276,0.0646,,1.3548,,,,,0.4938,0.02458,,2378.64,,0.24731,53.61,0.46458,,,,9.9311,,,,,,
2018-10-19,,0.07364,,,6489.93,,,204.99,,,0.3293,0.0596,,1.2807,,,,,0.4199,0.02358,,2327.31,,0.23453,52.07,0.46472,,,,9.7207,,,,,,
2018-10-26,,0.0773,,,6485.85,,,212.11,,,0.3019,0.0585,,1.2516,,,,,0.4006,0.02369,,2347.14,,0.24596,54.6,0.46999,,,,9.819,,,,,,
2018-11-02,,0.077,,,6449.81,,,212.54,,,0.3015,0.0533,,1.2014,,,,,0.3729,0.02299,,2281.59,,0.27712,51.46,0.51019,,,,9.5611,,,,,,
2018-11-09,,0.06234,,,5662.0,,,178.97,,,0.289,0.0527,,1.0391,,,,,0.371,0.01896,,2094.95,,0.25333,42.61,0.51611,,,,8.0832,,,,,,
2018-11-16,,0.03832,,,4085.78,,,118.67,,,0.2835,0.0479,,0.7364,,,,,0.3207,0.01252,,2008.58,,0.16293,31.49,0.382,,171.63,,5.2873,,,,,,
2018-11-23,,0.04187,,,4161.01,,,116.57,,,0.2669,0.0433,,0.8342,,,,,0.2992,0.01499,,1897.69,,0.16101,33.82,0.36963,,171.2,,5.2888,,,,,,
2018-11-30,,0.0311,,,3545.37,,,93.26,,,0.2651,0.0394,,0.7001,,,,,0.2928,0.01341,,1889.98,,0.12121,25.37,0.30914,,106.6,,4.7693,,,,,,
2018-12-07,,0.029,,,3228.67,,,84.67,,,0.1944,0.0391,,0.689,,,,,0.2958,0.01293,,1854.75,,0.09569,25.52,0.28669,,80.07,,4.616,,,,,,
2018-12-14,,0.04369,,,3929.71,,,129.03,,,0.1866,0.0389,,0.7489,,,,,0.26,0.02056,,1820.21,,0.12454,32.97,0.3669,,192.43,,5.959,,,,,,
2018-12-21,,0.04263,,,3801.91,,,137.77,,,0.1891,0.04,,0.6905,,,,,0.287,0.01961,,1951.3,,0.11556,31.38,0.36489,,158.83,,5.8939,,,,,,
2018-12-28,,0.04822,,,3987.6,,,153.86,,,0.2042,0.0461,,0.6558,,,,,0.2914,0.02249,,1988.76,,0.11871,38.3,0.36042,,158.02,,6.2688,,,,,,
2019-01-04,,0.03944,,,3476.81,,,114.16,,,0.2011,0.0483,,0.6057,,,,,0.2825,0.02085,,2042.2,,0.10102,29.59,0.31132,,128.02,,5.4688,,,,,,
2019-01-11,,0.04287,,,3539.28,,,117.47,,,0.4834,0.0501,,0.5967,,,,,0.2985,0.02355,,2124.59,,0.10289,30.64,0.3168,,121.37,,6.4008,,,,,,
2019-01-18,,0.04087,,,3550.84,,,112.05,,,0.4303,0.0528,,0.6149,,,,,0.3165,0.02902,,2290.11,,0.0943,32.21,0.30646,,122.08,,7.0396,,,,,,
2019-01-25,,0.03824,,,3458.11,,,107.36,,,0.3963,0.0535,,0.5988,,,,,0.3291,0.02542,,2296.49,,0.08012,33.44,0.30219,,118.01,,6.7887,,,,,,
2019-02-01,,0.0429,,,3680.06,,,125.12,,,0.4499,0.0552,,0.6302,,,,,0.361,0.02579,,2415.92,,0.08022,46.79,0.30988,,121.6,,9.1697,,,,,,
2019-02-08,,0.04157,,,3667.58,,,133.75,,,0.4604,0.0595,,0.6506,,,,,0.3481,0.02378,,2507.9,,0.07964,43.91,0.30318,,121.17,,9.22,,,,,,
2019-02-15,,0.04156,,,3743.56,,,132.1,,,0.405,0.0627,,0.6776,,,,,0.3813,0.02327,,2428.02,,0.08185,43.75,0.29757,,132.8,,9.9476,,,,,,
2019-02-22,,0.04206,,,3807.75,,,130.6,,,0.4205,0.0622,,0.7863,,,,,0.4153,0.02248,,2354.99,,0.0875,47.86,0.31114,,130.22,,11.4511,,,,,,
2019-03-01,,0.04557,,,3916.82,,,135.37,,,0.4981,0.062,,0.9873,,,,,0.4147,0.02285,,2482.11,,0.10028,56.59,0.31289,,131.07,,14.3711,,,,,,
2019-03-08,,0.04983,,,3981.14,,,138.67,,,0.4785,0.0607,,1.1144,,,,,0.4512,0.0229,,2674.74,,0.10896,60.47,0.3154,,154.83,,15.5693,,,,,,
2019-03-15,,0.06151,,,3992.18,,,136.09,,,0.4531,0.0604,,1.375,,,,,0.436,0.02324,,57.21,,0.10437,59.82,0.30787,,163.56,,17.1096,,,,,,
2019-03-22,,0.06989,,,4103.95,,,141.38,,,0.5084,0.0519,,1.8185,,,,,0.4615,0.02344,,58.65,,0.10824,60.48,0.30889,,167.33,,17.5376,,,,,,
2019-03-29,,0.0898,,,5170.27,,,174.21,,,0.5773,0.054,,2.123,,,,,0.4969,0.02889,,74.37,,0.13226,91.55,0.3612,,314.68,,18.9523,,,,,,
2019-04-05,,0.08416,,,5131.3,,,167.23,,,0.5225,0.0585,,1.5643,,,,,0.5427,0.02686,,69.6,,0.1172,83.28,0.32762,,278.71,,19.3866,,,,,,
2019-04-12,,0.0733,,,5256.14,,,168.59,,,0.4963,0.0654,,1.614,,,,,0.475,0.02476,,67.91,,0.11095,76.65,0.31963,,283.37,,23.9999,,0.9149,,,,
2019-04-19,,0.06878,,,5307.52,,,157.85,,,0.451,0.00442,,1.629,,,,,0.5181,0.02334,,60.6,,0.0985,69.89,0.29946,,265.29,,23.0226,,0.804,,,,
2019-04-26,,0.06603,,,5775.62,,,163.05,,,0.5058,0.00372,,1.5826,,,,,0.5649,0.02319,,59.59,,0.097,75.7,0.30044,,294.03,,22.9777,,0.7027,,,,
2019-05-03,,0.07022,,,6967.31,,,188.11,,,0.6586,0.0053,,1.3757,,,,,0.5899,0.02376,,60.67,,0.09823,84.73,0.31016,,344.5,,20.8934,,0.5333,,,,
2019-05-10,,0.08613,,,8148.48,,,259.51,,,0.9934,0.02018,,1.379,,,,,0.6327,0.02825,,77.6,,0.14264,94.58,0.41631,,411.53,,29.1122,,0.7096,,,,
2019-05-17,,0.08514,,,8614.43,,,264.45,,,1.0828,0.02419,,1.596,,,,,0.6674,0.0307,,75.32,,0.1316,111.0,0.40372,,403.02,,33.0919,,0.7901,,,,
2019-05-24,,0.0963,,,8725.98,,,268.88,,,1.0155,0.02012,,1.514,,,,,0.7444,0.03822,,88.86,,0.13639,114.39,0.44396,,439.23,,33.1527,,0.7493,,,,
2019-05-31,,0.07887,,,7628.13,,,230.98,,,1.0595,0.02537,,1.4691,,,,,0.7393,0.02963,,77.35,,0.11845,114.66,0.38527,,382.61,,30.095,,0.672,,,,
2019-06-07,,0.09189,,,8953.33,,,267.73,,,1.6621,0.0224,,1.6401,,,,,0.9095,0.03281,,93.51,,0.12958,136.45,0.42703,,431.54,,32.1888,,0.6945,,,,
2019-06-14,,0.097,,,10906.07,,,308.52,,,1.8169,0.02104,,1.6439,,,,,0.8783,0.03757,,110.25,,0.12817,137.5,0.47015,,485.74,,37.2836,,0.7159,,,,
2019-06-21,,0.08226,,,10854.1,,,292.7,,,3.3885,0.02217,,1.8432,,,,,0.9866,0.032,,103.3,,0.10495,123.25,0.3962,,406.52,,32.114,,0.6907,,,,
